,avg_utility,avg_nash_product,avg_social_welfare,avg_num_offers,count,agreement,failed,ERROR
Agent25,0.7086131729687497,0.2603111665379274,0.9730118093437502,1240.796875,64,46,18,0
Agent32,0.7045599683140625,0.4284913185687247,1.3031397666828124,292.625,64,59,5,0
Agent27,0.6977943706562498,0.44780327227576927,1.365728985879687,382.765625,64,62,2,0
Agent3,0.6775636078093746,0.4384229274411793,1.3601648663671868,1291.359375,64,62,2,0
Agent2,0.6598395616031248,0.42440407688186216,1.3246367837328124,987.078125,64,61,3,0
Agent33,0.6556269463437501,0.4799064730804027,1.3137801830890619,574.125,64,57,7,0
Agent68,0.6534774533406248,0.37601400034169824,1.2185834049421866,1108.96875,64,57,7,0
Agent24,0.65131212468125,0.365065401672599,1.2013485971140618,1093.015625,64,57,7,0
Agent67,0.6472110906937498,0.42774017516319335,1.2932802050984376,772.3125,64,59,5,0
WolfpackAgent,0.6438565103734373,0.46910129264076816,1.3722049248578119,111.28125,64,60,4,0
Agent29,0.6419884582296873,0.48438506981775553,1.4198265202640616,603.140625,64,64,0,0
Agent41,0.6271208325671872,0.4387156376583827,1.2514041410890622,785.125,64,55,9,0
Agent61,0.6093516691734373,0.39581300128547664,1.2242678218890624,953.328125,64,57,7,0
Agent18,0.5939281946515623,0.4357511995199582,1.2027272917359375,767.34375,64,52,12,0
Agent14,0.542207283796875,0.4328666750544902,1.2207873488312495,732.859375,64,53,11,0
Agent64,0.5365054509781249,0.33416574207675986,1.1013963030390628,79.984375,64,51,13,0
Agent22,0.5001111591999999,0.41513928095667535,1.35584675680625,489.171875,64,64,0,0
